TYPE,TEXT
LOANS,"If a personal loan was made in one state, and they now live in a different state, and you live in another state, which state do you file?"
LOANS,My friend cosigned for a defaulted loan. Should he declare Chapter 7 bankruptcy?
LOANS,Finding weekly interest on loan payments
LOANS,How to quantify the effect of compounding interval on total interest accrued
LOANS,Can a secured loan help me build credit?
LOANS,Can you use a small business loan as the down payment on a house?
LOANS,How do I lend money to a friend for a car and put the car as collateral?
LOANS,How to afford an expensive medical operation abroad from in the UK?
LOANS,"Upside down on car loan, sell and refinance gap?"
LOANS,How does one calculate the following loan problems?
LOANS,Lump sum vs interest free loan
LOANS,Refinance Car Loan
LOANS,Bypass credit agency and pay loan directly to US Dept of Education?
LOANS,"I’m 18 years old and want to finance a 30,000 car"
LOANS,Why to borrow in USD instead of EUR?
LOANS,"Are cosigner finder websites like hireacosigner.com, cosignerfinder.com etc. legit?"
LOANS,"50K, what to do with it?"
LOANS,Can I keep my car loan if I trade in my car?
LOANS,Using Loan to Invest - Paying Monthly Installments with Monthly Income
LOANS,I signed on as the co-signer on a car loan and somehow ended up being the primary name on the account
LOANS,Enhancement of the open source lib for calculation of IRR (internal rate rate)
LOANS,Question about plausibility of an iffy financial transaction in a crime novel
LOANS,"When I capitalize amortization table, the present value doesnt equal the sum of PV or the XNPV"
LOANS,Why is interest paid on the outstanding amount instead of the whole amount of a loan?
LOANS,How can I help a 17 year old track and pay me back a personal loan?
LOANS,Should You Pay Off A Low Interest Loan From Emergency Fund
LOANS,How to get the effective yield?
LOANS,How to start toward financial independence
LOANS,loan and interest rate
LOANS,How do vehicle loan transfers work?
LOANS,Principal payments
LOANS,Can an individual report data to a credit bureau
LOANS,Why are there loans at rates lower than long-term economic growth?
LOANS,who is the owner of Loan money paid back to bank
LOANS,Why would a bank only apply your payment to principal?
LOANS,How do I apply for a no interest loan from Social Security Admin?
LOANS,My mothers car was totaled
LOANS,What happens if someone defaults on a loan but didnt own the collateral in the first place?
LOANS,Is a car loan bad debt?
LOANS,How useful is pre-approval from multiple lenders?
LOANS,How much income am I getting by renting my house?
LOANS,Residential Mortgage Tilt Effect
LOANS,Why do FNMA and FHLMC impose loan limits?
LOANS,Buydowns when House Market is Weak
LOANS,Auto loan technicalities in the US
LOANS,Why do Loan Discount Points Exist?
LOANS,Auto leasing and early payments
LOANS,Who to contact about securing bridge loan against future compensation?
LOANS,New car: buy with cash or 0% financing
LOANS,Are all automobile leases closed-end lease?
LOANS,Someone asks you to co-sign a loan. How to reject  say no nicely or politely?
LOANS,Interest only loan
LOANS,My Car is up for repo my grandfather is a co signer
LOANS,How to determine lease vs buy for specific scenario of a Tesla Model 3 I plan to keep 3 years
LOANS,Can LLC legally lend money to a friend?
LOANS,How to create a derivative fixed rate loan?
LOANS,Reasons for not taking loans with negative interest rate
LOANS,Why is there so much interest on home loans?
LOANS,Calculating Annuities With Different Compounding period and Interest Period
LOANS,Does early repayment affect the credit score?
LOANS,"buying property , loan and collateral"
LOANS,How can I get out of the debt-trap as quickly as possible?
LOANS,Should I pay off my car loan early?
LOANS,new car loan vs use mortgage loan to pay for car
LOANS,How to officially record a loan against my house deed (so the lender is guaranteed a repayment from the collateral)?
LOANS,About P2P platform Twino - Manual or Auto invest portfolio?
LOANS,How to use my IRA as a 60 day loan?
LOANS,Demolishing a home and rebuilding
LOANS,Does a 401(k) loan count as debt when calculating Debt-to-Income Ratio?
LOANS,Hypothetical Question About Mortgage and Yield
LOANS,Can a family member not on the mortgage take a separate loan to help with the down payment
LOANS,Advice on loan to friend
LOANS,Is there a more collateralizable home?
LOANS,Get a loan with low interest rate on small business
LOANS,"Under 18, loan possible?"
LOANS,"Understanding pledge, mortgage, and collateral in home buying"
LOANS,Can someone else put up the collateral for a loan?
LOANS,Who gets the interest on a 401(k) loan?
LOANS,Can you build credit history without getting a credit cards or taking on debt?
LOANS,Which debt(s) to minimize first to improve credit most quickly?
LOANS,Questions about my credit score and how my debt/payments affect it
LOANS,Options for paying for a nonreturnable leased vehicle
LOANS,monthly payment discrepancy
LOANS,Should I pay off my 401(k) loan ASAP?
LOANS,Mortgage vs cash for a first-time home buyer
LOANS,Mortgage broker vs bank mortgage for home buying
LOANS,My mother co-signed for my car. Can she take it away from me if I am the one making car payments?
LOANS,"Securing a loan with a loan, does this even make sense?"
LOANS,Help with NPV question
LOANS,Prolonged low base rate and personal savings
LOANS,"Best shot for small business loan given limited history, credit, etc"
LOANS,"Why would my pre-approval auto loan be denied, but chance of actual loan approved?"
LOANS,"As a fresh graduate, should I get my first credit card?"
LOANS,Exact meaning of no prepayment penalty in installment loan
LOANS,Taking a loan with a low interest and putting it into a Savings deposit with High interest
LOANS,Borrowing or raising funds against ISOs
LOANS,"How old do I have to be to take a loan, and how should I go about the process?"
LOANS,How to structure a loan on inheritance?
LOANS,What is todays price of €15.000 given 15 years ago?
LOANS,Is it sensible to borrow from a 401K to fund an IRA (traditional or Roth)?
LOANS,"Using 401k loan to payoff higher interest loan, how much am I saving?"
LOANS,Can I take my name out of a car loan?
LOANS,Loan vs Balance transfer - how to effectively calculate my way to a decision
LOANS,Taking a small loan to improve Credit Score
LOANS,Does installment loan amount affect credit score?
LOANS,Recent college grad. Down payment on a house or car?
LOANS,Partnering on purchasing a property
LOANS,How can I support myself financially as a 17 year old with a loan?
LOANS,Can I use myself as collateral?
LOANS,"I need a tiny amount of money right now, but I cant find lending options. Why dont lending services cater to those who seek very tiny loans?"
LOANS,"How do I get my student loans that were waived due to disability, not to be treated as income by IRS?"
LOANS,Unsecured sources of short term loans (variable and fixed rates)
LOANS,In what category would I put a loan I took to pay an expense
LOANS,What is the best option for a loan to do a construction project at home without refinancing
LOANS,Whats the deal between the bank and the dealer when you finance your car loan with your bank?
LOANS,Understanding the effect of parent PLUS loan on the parents credit score
LOANS,Post judgement loan
LOANS,Formula for previous months interest payment and balance - Reverse Amortization
LOANS,How do I solve this in excel? I think its a cumulative rolling percentage problem
LOANS,Should I take advantage of interest-free credit when buying something?
LOANS,"How to calculate EMI for Quarterly, Half yearly and Annual payments and generate amortization schedule?"
LOANS,What is nelnet doing with my auto-debit student loan payments?
LOANS,effective rate loan installment
LOANS,Would using an expensive car as collateral for a small loan to get cheap parking work?
LOANS,How do scammers / money launderers profit from loans to victims?
LOANS,Algorithm to calculate the Interest on Loan with a Balloon Payment
LOANS,Whats the interest rate in this example of irregular payments?
LOANS,Loan payment strategy: Private vs federal?
LOANS,Loan from friends living abroad
LOANS,Why would my dad sign as the buyer while I sign as the co buyer?
LOANS,Personal loan to start the LLC now being paid back to investor / member of the LLC
LOANS,Balancing an Interest Accrual Rate Between multiple loans
LOANS,"In a loan, how does account/admin fees work?"
LOANS,Is the child responsible for the Parent PLUS Loan when the parent has passed away?
LOANS,Do I have too much available credit?
LOANS,"When Im applying for a loan, how do I report my annual income if my income changes from year to year?"
LOANS,Guaranteed Small Loan with no assets to pawn and poor credit
LOANS,Why does total interest paid per year increase as I pay down my loan (fixed rate loan)
LOANS,What would the formula for loan payoff with daily compounded interest and paid 5 days per wk?
LOANS,How can I stop the IRS from withholding refunds for a student loan that is already paid off?
LOANS,how to find flat rate of interest per annum and month if we have given reducing rate of interest or loan amount and tenure?
LOANS,Should I pay off my car loan from savings to save money?
LOANS,Auto loan finance for building credit
LOANS,What are things to think about when paying for/taking out a loan for graduate school?
LOANS,"When I shop for a direct lender, will the credit checks that they may do be bad for my credit rating?"
LOANS,My ex husband put me as a co signer on his car loan and I didnt know anything about it. What can I do?
LOANS,Is a technical Masters degree in a high-paying employable field worth it?
LOANS,Pay off student loan or contribute to my 401k?
LOANS,should I pay off 401k loan while the market is crashing?
LOANS,Pay off home loan early
LOANS,Use savings for our wedding or use a loan
LOANS,Where should my money go first?
LOANS,Can I port a loan for a 2nd home to my primary home?
LOANS,What is this option offering me on my loan repayment?
LOANS,Money transfer from India to Dubai
LOANS,How to reconcile loan statements when balance doesnt add up
LOANS,What is the best option for repaying student loan?
LOANS,Is home equity worth taking out a mortgage when I have $67k student loans to pay?
LOANS,why dont banks invest money in mutual funds or shares instead of giving personal loans
LOANS,Can I reduce the tax penalty on a 401k loan default by making an additional contribution?
LOANS,Regarding loan from friends
LOANS,Can I remove a cosigner from a car loan? Will it affect my credit?
LOANS,How to compare the APRs of different currencies?
LOANS,Should Pay Loan Early or Invest?
LOANS,Secure a loan against estate in Texas
LOANS,Should I make a loan or withdraw all my savings to buy an asset?
LOANS,Optimizing pay down of multiple loans
LOANS,Is a loan in euros with a 7% interest expensive for a student?
LOANS,minimum repayment on home loan
LOANS,What is the formula for loan payoff date?
LOANS,"I want to borrow $25,000 for 1 year and pay it back at end of a year?"
LOANS,Pay off loan with MESP 529?
LOANS,APR without principal repayment?
LOANS,Should I pay off my student loan in the UK before getting a mortgage?
LOANS,Calculating Interest with Compute Method as Canadian - Semiannual
LOANS,If I pay my car loan off will my credit drop?
LOANS,UK: National Insurance on employee loans when there is no interest benefit
LOANS,How to get my head around FRAs
LOANS,Should I temporarily stop or decrease 401k investment to pay off a loan?
LOANS,Would it be more beneficial to pay my car loan off first in this situation?
LOANS,Paying off student loans in anticipation of home purchase
LOANS,What are some motivating ways to track performance of paying back a loan?
LOANS,Using 0% APR credit card(s) to pay off loans to avoid interest
LOANS,Why am I getting Pre-approved loans from random financial institutions in the mail?
LOANS,"Is it a good idea, to buy a flat with a loan, whilst using the rent to pay it off?"
LOANS,How long do I have to pay back a 401(k) loan?
LOANS,Process of 401k loan removal
LOANS,Should I request a car loan before or after changing jobs?
LOANS,How should I calculate the opportunity cost of using a 401(k) loan?
LOANS,What steps or checks should I do to see if a lending company that cold-called me is legit? Too risky?
LOANS,What is a tranche?
LOANS,collateralized mortgage obligations
LOANS,Spouse wants to pay all debt in a month but I don’t. Is this a good idea?
LOANS,Bank loan responsibility for corporation partners
LOANS,Does this derivative contract between friends make sense?
LOANS,Name first on car loan can you also be the cosigner
LOANS,Is it a good time to replace my used car?
LOANS,Leasing a car on a personal lease vs withdrawing LTD funds to buy it for cash?
LOANS,Should I pay extra towards my mortgage or HELOC?
LOANS,How do I improve my ability to get loans to use as leverage for my business?
LOANS,Why isnt auto insurance included in DTI
LOANS,Why are my auto loan payments calculated differently than my mortgage payments?
LOANS,How to get out of short-term loans?
LOANS,Can you pay off lease early?
LOANS,How does paying off a car lease early work?
LOANS,"Financing and Leasing, difference!"
LOANS,Buying a new car - price dropped while awaiting delivery
LOANS,Loan for mortgage from father to son
LOANS,Should I buy a house now before prices rise even more?
LOANS,How to Calculate Interest Only Payment - Formula
LOANS,Borrowing money in one country to pay off debt in another
LOANS,Borrow money to move abroad
LOANS,primary loan holder
LOANS,How to calculate interest on Monthly Effective loans where duration greater than compounding
LOANS,"Are founders typically completely on-hook for business loans, when a business fails?"
LOANS,How do you calculate a monthly loan payment when using Actual/365 or Act/Act day count convention?
LOANS,Co-signer and Primary
LOANS,"Is it a good idea to make a lump-sum payment to pay off a personal loan, even if I want to build credit history?"
LOANS,Car loan finance question
LOANS,Can there be two primary owners on a car title while only one takes out the loan?
LOANS,Partially vs. Fully Amortized Loan
LOANS,Building Credit for a Young Person with No Credit
LOANS,Co-signer defaulted: Can I take the item back?
LOANS,Is buying a powerful motorcycle on loan is a good idea?
LOANS,Credit life  disability Insurance on vehicle loan for elderly buyer: Does it make sense?
LOANS,Where can I borrow a few thousand dollars for moving expenses?
LOANS,What can I do about recovering a vehicle that I co-signed for on a personal loan?
LOANS,Can you Pay off an Auto Loan Without the Account Number?
LOANS,"How to enter loans made, loans received, and capital contributions in GnuCash?"
LOANS,Rate of return on a loan
LOANS,Refinance a land loan into a mortgage loan
LOANS,Loan with floating interest
LOANS,What is the formula for loan payoff with daily compounded interest and annual payment?
LOANS,Will having a secondary signee with bad credit on a mortgage raise or lower interest?
LOANS,How does Sallie Mae calculate its payment?
LOANS,Am I Likely to Qualify for Home Loan?
LOANS,How to get Loan for more then 1 CashFlow Apartament?
LOANS,Need help on understanding how math is done on this example
LOANS,Loan calculation with percentage
LOANS,Is there a difference between a 360/360 day count convention and a 30/360?
LOANS,Why dont corporations borrow from their savings?
LOANS,In what order should I decrease my loan debt?
LOANS,Borrow from American 401k from Canada
LOANS,Shopping around for loans without detrimentally affecting credit rating/chance of getting said loan?
LOANS,How long should someone wait to apply for a secured credit card after having been deliquent on a loan payment?
LOANS,How should I inject working capital into my company?
LOANS,Should I sell investment property to pay off student loan debt and variable rate home equity line of credit?
LOANS,In what circumstance would a company want to establish an SPE to engage in following investment?
LOANS,Is it considered mortgage fraud if you work for your friend who can assign you higher income?
LOANS,How to buy a flat with a loan from NRI friend
LOANS,How do interest calculations differ between loans and savings?
LOANS,"If Im paying extra, is a lower payment better or a shorter term?"
LOANS,Should I pay cash or prefer a 0% interest loan for home furnishings?
LOANS,Loan default and its effect on the outcome of visa application
LOANS,"Buying an interest rate cap of 6,5% for 1500€ seems really cheap?"
LOANS,Is this approved online loan a scam? I was asked for my user name and password
LOANS,Prepaying a loan: Shouldnt the interest be recalculated like a shorter loan?
LOANS,Compound Interest  Mortgages
LOANS,Seasonal Loan Amortization
LOANS,How to handle a parent going through divorce asking to borrow money
LOANS,Can a car company refuse to give me a copy of my contract or balance details?
LOANS,Is it a good idea to get an principal and interest loan for an investment property?
LOANS,Can a jobless person get a home equity loan if he has other sources of income such as stock dividends?
LOANS,Mortgages: What is the terminology for how much I own and how much I still owe?
LOANS,Getting my name off car loan/title
LOANS,"How to compare loans of same principal, same interest but with different tenors"
LOANS,"Calculating amortisation payment amount, where first payment date differs from loan start date"
LOANS,Why do banks offer credit cards with less than 7% APR
LOANS,Is it possible to get a big personal loan for foreign investment?
LOANS,"4 months into a 30 month car loan, need new engine, cant sell any body parts"
LOANS,Should I pay for a computer up-front or on finance?
LOANS,Auto loan Question
LOANS,Whats an easy way to create a floating amortization loan?
LOANS,Is there any loan forgiveness or help for a large Federal parent student loan?
LOANS,Calculate APR from balloon loan
LOANS,Should I try to optimize my credit score before applying for a loan?
LOANS,Selling newer car and buying used car to reduce monthly payment
LOANS,Looking to buy a property thats 12-14x my income. How can it be done?
LOANS,Will I be able to get an FHA home loan if I opt for a voluntary repossession on my current auto loan?
LOANS,Does PayPal working capital offer a good value?
LOANS,How to get a mortgage with low income but good assets
LOANS,Can I pay my student loan with a credit card?
LOANS,"Loan up to 22k, what to do?"
LOANS,Whether credit report includes length of employment or pay check details?
LOANS,My employer doesnt provide an electronic pay stub and I need one to get a car loan
LOANS,What are advantages  disadvantages of using a Peer-to-Peer lending site or network?
LOANS,What do you do when a family member wont pay you back?
PENSIONS,"Do I have to pay an advisor 3% to transfer a pot of 49,000 to another pension provider?"
PENSIONS,Retirement planning: Pension or personal saving/investing?
PENSIONS,Defined Benefit Lump Sum calculation
PENSIONS,Young w/ pension plan: lump sum or annuity?
PENSIONS,"Pensions, annuities, and retirement"
PENSIONS,Is UK part of my EU state pension lost after brexit?
PENSIONS,Does one need to pay income tax on pension income in Canada?
PENSIONS,"Pension or Property: Should I invest in more properties, or in a pension?"
PENSIONS,Projected Benefit Obligation vs Accumulated Benefit Obligation
PENSIONS,Hong Kong Mandatory Provident Fund contribution strategy
PENSIONS,How much can I save if I dont own a car? A worked example comparing car to pension
PENSIONS,(UK) Is pension provider obliged to confirm opt out
PENSIONS,Should the difference between taxable pay and gross pay be roughly equal to pension contributions
PENSIONS,Understanding my pension plan
PENSIONS,"Having worked overseas and accrued a pension, can I transfer it to my country of origin?"
PENSIONS,How to balance the risk of owning one real estate?
PENSIONS,Tax sheltered investment vehicles for retirement in Canada
PENSIONS,Relationship between RRSP and Pension plan in Canada
PENSIONS,Continue contributing to pension vs waiving FICA
PENSIONS,Do I have to pay into Canada Pension Plan (CPP) as part time contractor?
PENSIONS,I am a foreigner withdrawing a USA pension. Do I file a state tax return?
PENSIONS,"Cold email from DeVere Germany, who are they?"
PENSIONS,How to evaluate the value of a (state) pension
PENSIONS,Start working at age 58. Whats probable pension amount?
PENSIONS,Making up National Insurance shortfall when working abroad
PENSIONS,What is the age at which pensions are no longer taxed in Pennsylvania?
PENSIONS,Can a person work after retiring and receiving a pension?
PENSIONS,What are units in pensions?
PENSIONS,Valuing a public sector pension
PENSIONS,Effects of moving around on pension
PENSIONS,Drawing down a UK pension abroad
PENSIONS,Early retirement options
PENSIONS,UK: is there a danger of pension confiscation?
PENSIONS,Are there any other considerations for bonus sacrifice into Pension (UK)
PENSIONS,Jersey UK pension
PENSIONS,Understanding 403(b) plans and Pension Plans
PENSIONS,Over contributing to workplace pension or private pension
PENSIONS,Pension LTA (Life Time Allowance) limit criteria
PENSIONS,Does it ever make sense not to join DC pension?
PENSIONS,Pensions and underfunding
PENSIONS,"Divorce and Social Sec, Pension, and 401K"
PENSIONS,When should one use the new lifetime ISA in place of investing in pension?
PENSIONS,Both 1042-S and 1099-R received
PENSIONS,Is this retirement plan worth the risk?
PENSIONS,Can I lend personal savings to my U.K. Ltd company and have the loan repaid into my pension?
PENSIONS,Will the Windfall Elimination Provision reduce my Social Security?
PENSIONS,When can a pension provider demand reconfirmation of identity?
PENSIONS,Rollover into bond fund to do dollar cost averaging
PENSIONS,My pf no on salary slip is MH/PUN/ Can anyone tell me how can I get UAN no if combination for Maharashtra-Pune becomes PU/PUN UAN Member Portal?
PENSIONS,Pensions- what to do now that I am self-employed? UK
PENSIONS,Private pension ensurance - Split over multiple contracts?
PENSIONS,Consolidating company pensions
PENSIONS,sorting out pensions on death
PENSIONS,Resign my job - can I claim tax return? how to claim pension contribution?
PENSIONS,Should my retirement portfolio imitate my saving portfolio?
PENSIONS,"Does it make sense to contribute extra payments to European state pension funds, considering the projected birth rates?"
PENSIONS,Why would someone who thought they will work until they die contribute to a pension plan?
PENSIONS,Retirement - Annuity or not?
PENSIONS,How can I be sure I will receive all of my pension payments when I have worked for many employers?
PENSIONS,How to save on taxes due on a lump sum pension payment
PENSIONS,Taxes in the UK
PENSIONS,What is the method to calculate pension adjustment as shown on a T4?
PENSIONS,Pension + Pay Compensation Calculation
PENSIONS,How can I estimate future pension pot limit?
PENSIONS,Performance Figures
PENSIONS,Should I take a separation benefit from a pension or wait until age 55 to get employer matching?
PENSIONS,OAS And spouses allowance
PENSIONS,Pensions - Where to start? (UK)
PENSIONS,"Can I transfer money from a personal pension to a SIPP, while leaving the original pension open?"
PENSIONS,Should I rollover my pension into an IRA?
PENSIONS,UK income tax relief on pension contributions (higher rate)
PENSIONS,Is it safe to have pension plans with an insurance company with a strong brand but not-that-good credit rating?
PENSIONS,Do you still get CPP/OAS if you live outside Canada
PENSIONS,Is the earliest retirement age set by candian government or by the employer
PENSIONS,What is the point of state pensions topup
PENSIONS,Value of Pension in regards to salary negotiations
PENSIONS,"If you are layed-off by the US Navy, do you lose retirements benefits?"
PENSIONS,Will interest rates on bank deposits ever fall close to 0 percent in India?
PENSIONS,historical data for analysing pensions
PENSIONS,UK Defered Pension. Lump Sum or Weekly benefits?
PENSIONS,Pension Investing dilemma
PENSIONS,Housewife pension options
PENSIONS,What pension options are there for a 22 year old graduate in the UK?
PENSIONS,Financial loan/pension jiggery pokery?
PENSIONS,Can you change auto-enrollment pension provider? And what happens if you change jobs?
PENSIONS,Should I/Can I consolidate multiple company pensions?
PENSIONS,What is meant by pensionable earnings
PENSIONS,What are the pros/cons of these investment types?
PENSIONS,Double entry bookkeeping for a defined benefit pension scheme
PENSIONS,Can/should a foreign person working overseas for a US company contribute to a 401k?
PENSIONS,How to calculate the potential difference of putting money into buying my house vs paying it into a pension
PENSIONS,Should I combine all my pension pots?
PENSIONS,How much should a 24 year old contribute to a pension?
PENSIONS,Can I still claim my Hong Kong-based MPF pension if I move elsewhere?
PENSIONS,Why would you use an IFA for choosing a pension fund
PENSIONS,Is there any way to cash in a pension fund?
PENSIONS,Extra revenue for retiree receiving a basic public pension
PENSIONS,What should I do with a low value pension that I probably wont contribute any more to?
PENSIONS,How should I include pension contributions in my UK Child Benefit calculations?
PENSIONS,"Is it possible to use part of my pension to pay loans, or to opt out of the pension scheme altogether for a few years until my loans are paid?"
PENSIONS,Undestanding the new UK Pension laws
PENSIONS,"Pros  cons in Hungary of investing retirement savings exclusively in silver? What better alternatives, given my concerns?"
PENSIONS,What to do with DB pension funds after leaving company in late 20s?
PENSIONS,How does the Pension system work in Poland?
PENSIONS,what is the meaning of allowing FDI in Insurance and pension funds
PENSIONS,Evaluating a Job Offer: Defined Benefit Retirement vs 401K is the salary increase enough to make the move
PENSIONS,What type of pension should I get?
PENSIONS,"Pensions, why bother?"
PENSIONS,Is it better not to compartmentalize savings for multiple financial goals and better to imagine it as a single corpus?
PENSIONS,Is accepting a pension cashout (either on retirement or termination of employment) better than an annuity?
PENSIONS,Is Pension Benefit Information (aboutmyletter.com) legitimate?
PENSIONS,US Tax Pitfalls for People Having a Pension Plan Abroad
PENSIONS,What does it mean if my firms retirement pension (not 401K) plan is incrementally vested?
PENSIONS,What is the difference between state pension plans and defined contribution plans?
PENSIONS,New Pooled Registered Pension Plan details?
PENSIONS,Estimated Value of staying in pension vs withdrawing
PENSIONS,Commencing a Pension from an SMSF
PENSIONS,Is there a rule of thumb for how much to save into your pension for retirement?
PENSIONS,PV problem: lump sum payoff or continue quarterly payments
PENSIONS,Potential problems with SIPPs and ETFs
PENSIONS,Can already-retired immigrants get Social Security or other payments from the U.S. government?
PENSIONS,Cheap SIPP providers in the UK
PENSIONS,Understanding company pension plan monthly purchase of funds
PENSIONS,What benefits are there to having a Pension (Retirement Account) In Ireland?
PENSIONS,DIY retirement savings plans for Canadian small business?
PENSIONS,Is it worth having a pension?
PENSIONS,Wandering EU worker: Pension / retirement fund if working in multiple countries?
PENSIONS,What does Net Depreciation in Fair Value mean on a financial report?
PENSIONS,What is the best option for recent employee setting up a pension (UK)?
PENSIONS,"If I have a pension with my employer and then leave, is the pension mine to take with me?"
REALESTATE,"CAP rates, risk, and interest rates"
REALESTATE,"As a limited partner in an LLC, can my role be considered active?"
REALESTATE,What are resources/websites to calculate the future value of real-estate?
REALESTATE,What factors go into UBS’s Global Real Estate Bubble Index (GREBI)?
REALESTATE,How to split equity fairly when contributions differ?
REALESTATE,Can house expenses be part of downpayment if buyer pays them?
REALESTATE,Condo HOA/maintainence fee versus upkeeping a house
REALESTATE,Should we sell our current primary residence to payoff a rental we also own in favor of no mortgages?
REALESTATE,"How do I calculate Private Residence Relief for a house Ive sold where there was a loss, not a gain?"
REALESTATE,"Why do people use mortgages, when they could just pay for the house in full?"
REALESTATE,Does A Good Listing Agent Really Make A Difference?
REALESTATE,House property loss adjustment with carry forward loss from previous year
REALESTATE,Capital gains exemption on home sale
REALESTATE,1031 Exchange versus Accelerated Deprecation on New Property
REALESTATE,Special Assessment as capital improvement while selling condo
REALESTATE,What type of market is most advantageous to downsizing or upsizing a house?
REALESTATE,Is there no way of getting the inspection report before placing a bid?
REALESTATE,Cell Tower Rental Fees Transfer to New Home Community
REALESTATE,Can I invest in real estate through an LLC being on an H1B visa in the US?
REALESTATE,Should I wait until I have a 20% down payment to buy a home?
REALESTATE,How should I split the profit on sales of a house?
REALESTATE,How do I obtain a cost basis for gifted real estate in Russia?
REALESTATE,Real Estate vs Stablecoin Yield
REALESTATE,"Is a property assessment created using a property compared with itself valid? Also, is it worth appealing?"
REALESTATE,Should I file state tax return for a rental property in another state?
REALESTATE,To buy or rent when interest rates and rents are rising?
REALESTATE,What could prevent a bank from lending to me to buy commercial real estate?
REALESTATE,What do you call leveraged real estate investors?
REALESTATE,Ive already filed my personal income taxes but didnt file my schedule E along with it
REALESTATE,Questions about capital gains on real estate
REALESTATE,Why do real estate agents always ask me whether I am buying property to live-in or as an investment?
REALESTATE,How to incentivize a real-estate broker to find me a cheap house
REALESTATE,"When buying a property, is your agents incentive contrary to yours?"
REALESTATE,Would selling an above-ground pool from a house I bought (pool came with house) count as capital gains for taxes?
REALESTATE,How to calculate profit on real estate after x years?
REALESTATE,"Make 100k, how much mortgage can I get in NYC?"
REALESTATE,Invest 100k in the Short Term Until It Could be Used to Buy an Investment Real Estate Property
REALESTATE,Is there a way to buy a house for the average price over some future period of time?
REALESTATE,How can I determine how much improvement (dollar value wise) I can put on an urban lot?
REALESTATE,"How can I find the FMV of my property 10 years ago, the year my husband passed away?"
REALESTATE,Are there any pitfalls to owning real estate as a student?
REALESTATE,How to avoid being scammed while purchasing unimproved land online?
REALESTATE,Is it normal that buyers mortgage company is requesting to be added as payee on master insurance policy?
REALESTATE,Can I rent the house that I currently paying to own?
REALESTATE,Buy apartment now despite corona crisis?
REALESTATE,"When two valid methods used to determine step-up in value at death for real estate differ, can one freely choose the most advantageous?"
REALESTATE,"When the government starts to print money, buy a house to double or triple your money?"
REALESTATE,How to analyze the option of refinancing a home?
REALESTATE,How exactly can I benefit from straight line depreciation on my property?
REALESTATE,How to account for capital improvements made on owned property done by owner
REALESTATE,"When buying a property without using a realtor as a buyers agent, can you build a discount of the buyers agent commission into the contract?"
REALESTATE,How do I calculate Capital gains on gifted property inherited by the donor?
REALESTATE,I just bought a home and I want my new address to not be searchable by using my name. How can I keep my new address from being found
REALESTATE,"In Real Estate Wholesaling, is the assignment fee included in the asking price?"
REALESTATE,What does 22/30 mean when talking taxes and selling an apartment?
REALESTATE,Understanding a passage from the guidance on higher rates on SDLT
REALESTATE,Stamp duty surcharge for a person with a property overseas
REALESTATE,Closing on a property: working out the numbers in advance
REALESTATE,Stamp duty for a couple with one person owning less than 40000 of property overseas
REALESTATE,Offer subject to survey or survey before an offer?
REALESTATE,Why would a seller require a cash offer on a property?
REALESTATE,The meaning of reduction of the asking price for a flat and its consequences
REALESTATE,Is it financially smart for my girlfriend and I to get our own FHA loans for separate properties before marrying?
REALESTATE,I waived the mortgage contingency and loan closing is delayed. What is going to happen?
REALESTATE,What are the positives and negatives of buying a home without a real estate agent?
REALESTATE,Can leaving a property vacant be more beneficial than renting it out?
REALESTATE,What does land and additions mean here?
REALESTATE,Can I sell my own house? Australia
REALESTATE,Are there alternative options to getting an appraisal for a refinance of my home?
REALESTATE,Explanation for the formula for price of the supply
REALESTATE,How profitable is buying rental property far away via property manager
REALESTATE,Is the way Im calculating depreciation on my rental property correct?
REALESTATE,Can an agent misinform me about the offers that he has?
REALESTATE,How do banks lose money on foreclosures?
REALESTATE,Is there a price point beyond which it no longer makes sense to buy an apartment or house?
REALESTATE,1031 exchange to buy out another party?
REALESTATE,Should I become real estate agent to save on buying my own home and sell existing one?
REALESTATE,What criteria should be considered when selecting a residential real-estate appraiser in the US?
REALESTATE,"In a fixed mortgage, is the term the same as the amortization period?"
REALESTATE,Is it better to rent out the less equity I have?
REALESTATE,"If I buy a property that has a home on it and subdivide the land and sell off the home for less than I bought it for, is that a capital loss?"
REALESTATE,"Is it better to put money in stocks, bonds, and CDs than to buy a house?"
REALESTATE,Do surviving homes values tank after natural disasters?
REALESTATE,Partial 1031 exchange from home sale
REALESTATE,Which is the better investment: real estate or stocks?
REALESTATE,Sibling Disagreement on Property for Mother
REALESTATE,Is property with a transfer-on-death deed on it part of the estate?
REALESTATE,Is an American waterfall (distribution) ever preferable to a European waterfall for an LP?
REALESTATE,Why are many people trying to sell their property in Southern Chennai?
REALESTATE,What does Home Equity do for me?
REALESTATE,"After paying off your home, could you sell it to a confidant for $1, then buy it back for $1 in order to get lower property taxes in CA?"
REALESTATE,Do house prices increase faster in HOA or non-HOA neighborhoods?
REALESTATE,"What is a land loan, is it different than a mortgage, and how?"
REALESTATE,What prevents me from calling an investment property an intended primary residence to take advantage of lower down payment requirements?
REALESTATE,"Selling apartment, what taxes do I have to pay?"
REALESTATE,Percentage of homes bought in London for living in
REALESTATE,Capital Gains tax for Rental House
REALESTATE,does the seller to a cash buyer in a real estate transaction need a Closing Protection Letter?
